transdate,cst_dim_id,monthly_os_changes,monthly_phone_model_changes,last_phone_model_categorical,last_os_categorical,logins_last_7_days,logins_last_30_days,login_frequency_7d,login_frequency_30d,freq_change_7d_vs_mean,logins_7d_over_30d_ratio,avg_login_interval_30d,std_login_interval_30d,var_login_interval_30d,ewm_login_interval_7d,burstiness_login_interval,fano_factor_login_interval,zscore_avg_login_interval_7d
2025-07-01 00:00:00.000',455536283,2,2,"iPhone15,4",iOS/17.5.1,2,43,0.2857142857,1.433333333,-0.8006644518,0.04651162791,59832.5,108911.9701,11861817236,94800,0.2908508355,198250.403,0.3210620464
2025-06-19 00:00:00.000',456355739,1,1,Xiaomi 220333QAG,Android/13,0,1,0,0.03333333333,-1,0,31069.09091,40538.67325,1643384029,-1,0.1322423965,52894.5,-1
2025-04-12 00:00:00.000',454966600,1,1,Xiaomi 2201117SG,Android/13,17,37,2.428571429,1.233333333,0.9691119691,0.4594594595,65481.42857,115115.7038,13251625256,48037.55663,0.2748342377,202372.2687,-0.2899163839
2025-07-01 00:00:00.000',454464049,1,2,Xiaomi 23053RN02A,Android/15,8,31,1.142857143,1.033333333,0.1059907834,0.2580645161,81450.90909,76170.82579,5801994702,62859.46406,-0.03349844677,71233.02572,-0.202732969
2025-08-23 00:00:00.000',453660874,3,1,"iPhone17,1",iOS/18.6.1,12,36,1.714285714,1.02,0.4285714286,0.3333333333,77788.33333,89023.57933,7925197677,34784.70491,0.06735277966,101881.5719,-0.352441525
2025-04-04 00:00:00.000',456156194,1,1,Samsung_sm-s911b,Android/14,13,45,1.857142857,1.05,0.2380952381,0.2888888889,55180.38462,61901.36145,3831778549,125080.1838,0.05740413905,69440.95398,-0.1512145193
2025-06-19 00:00:00.000',2934079753,1,1,Vivo V2254,Android/13,5,28,0.7142857143,0.9333333333,-0.2346938776,0.1785714286,83402.22222,125631.3414,15783233949,293296.8948,0.2020207591,189242.367,0.2422387394
2025-04-04 00:00:00.000',455536283,2,2,"iPhone15,4",iOS/17.5.1,9,25,1.285714286,0.8333333333,0.5428571429,0.36,102669.2308,166387.3593,27684753319,13390.43047,0.2368205457,269649.9537,-0.4215117728
2025-04-15 00:00:00.000',2933493153,1,1,Xiaomi M2006C3MG,Android/10,17,75,2.428571429,2.05,-0.02857142857,0.2266666667,33108.27586,47297.60489,2237063428,16168.66157,0.1764712841,67568.10405,-0.01917699351
2025-06-19 00:00:00.000',2933725046,1,1,"iPhone12,1",iOS/17.6.1,29,85,4.142857143,2.833333333,0.4621848739,0.3411764706,33640.46512,61021.5762,3723632762,27522.68059,0.2892512215,110689.0987,-0.2262858995
2025-04-15 00:00:00.000',2937859498,1,1,"iPhone15,4",iOS/17.5.1,12,34,1.714285714,1.133333333,0.512605042,0.3529411765,74002.10526,104293.2776,10877087758,10770.32284,0.1698931956,146983.4908,-0.326721274
2025-06-16 00:00:00.000',2094903392,1,1,Vivo V2061,Android/12,4,30,0.5714285714,1,-0.4285714286,0.1333333333,68261.37931,129310.8024,16721283627,380806.1871,0.3089980714,244959.6506,0.8469410028
2025-04-12 00:00:00.000',454192001,1,1,"iPhone13,2",iOS/18.1.1,27,100,3.857142857,3.333333333,0.1571428571,0.27,26681.11111,36001.10993,1296079917,10389.70851,0.1486864803,48576.6845,-0.1436375467
2025-06-16 00:00:00.000',2095314234,1,1,"iPhone16,1",iOS/17.3.1,0,8,0,0.2666666667,-1,0,36035,63030.28071,3972816287,-1,0.2724999164,110248.8216,-1
2025-06-19 00:00:00.000',2937920677,3,2,"iPhone14,3",iOS/18.5,2,20,0.2857142857,0.6666666667,-0.5714285714,0.1,101125.3846,181398.9995,32905597010,91620,0.2841298641,325394.0357,-0.05240042472
2025-06-16 00:00:00.000',2933725046,1,1,"iPhone12,1",iOS/17.6.1,40,75,5.714285714,2.05,1.285714286,0.5333333333,34544.09639,65774.26346,4326253734,59553.96109,0.3113105829,125238.5845,-0.3146113094
2025-06-11 00:00:00.000',2934812537,1,1,"iPhone14,2",iOS/18.4.1,15,48,2.142857143,1.06,0.3392857143,0.3125,57876,76206.93107,5807496343,34891.65948,0.1367133827,100343.7754,-0.3142796249
2025-04-01 00:00:00.000',2937918969,1,1,Xiaomi 220333QAG,Android/13,19,31,2.714285714,1.033333333,1.626728111,0.6129032258,87960,169240.898,28642481550,17589.8708,0.3160210505,325630.7589,-0.3903902708
2025-08-16 00:00:00.000',2939073496,1,1,"iPhone15,2",iOS/18.5,3,39,0.4285714286,1.03,-0.6703296703,0.07692307692,65513.68421,102516.178,10509566748,24456.92308,0.2202137959,160417.8864,-0.2662378246
2025-02-26 00:00:00.000',2937814018,1,1,"iPhone14,3",iOS/17.6.1,4,19,0.5714285714,0.6333333333,-0.0977443609,0.2105263158,116169.6,114891.1455,13199975304,62800.14388,-0.005532980266,113626.7604,-0.01383570504
2025-04-01 00:00:00.000',453024373,1,1,Vivo V2116,Android/13,4,62,0.5714285714,2.066666667,-0.7235023041,0.06451612903,44067.61905,67531.12214,4560452457,288363.0216,0.210248815,103487.6074,1.629358101
2025-03-30 00:00:00.000',2685175517,1,1,Samsung SM-A546E,Android/14,4,14,0.5714285714,0.4666666667,0.2244897959,0.2857142857,179116,230571.4624,53163199269,24628.05755,0.1255968686,296808.7679,-0.6093382006
2025-01-20 00:00:00.000',452951313,1,1,"iPhone10,5",iOS/16.7.10,8,51,1.142857143,1.07,-0.3277310924,0.1568627451,43474.6875,65178.30209,4248211063,137628.1184,0.1997516559,97716.88556,0.3788666341
2025-01-20 00:00:00.000',2934704401,2,2,"iPhone14,5",iOS/17.6.1,8,47,1.142857143,1.566666667,-0.2705167173,0.170212766,43075.45455,47945.00539,2298723542,70484.36754,0.05349951923,53365.04435,0.6921376937
2024-12-27 00:00:00.000',456591642,1,1,"iPhone14,7",iOS/16.1.2,18,86,2.571428571,2.866666667,-0.1029900332,0.2093023256,30838.70968,50664.17874,2566859007,37073.15761,0.2432486682,83234.9678,0.03966363744
2025-02-26 00:00:00.000',452274831,1,1,"iPhone16,1",iOS/17.6.1,7,21,1,0.7,0.4285714286,0.3333333333,107607,163260.1613,26653880264,85630.01632,0.2054629325,247696.5278,-0.1988666417
2024-12-27 00:00:00.000',452171932,1,1,"iPhone14,7",iOS/17.6.1,19,89,2.714285714,2.966666667,-0.08507223114,0.2134831461,31000,43186.94398,1865112130,5659.029576,0.1642734331,60164.90743,-0.002701433718
2024-12-27 00:00:00.000',455852784,2,2,Xiaomi 21081111RG,Android/14,22,85,3.142857143,2.833333333,0.1092436975,0.2588235294,30052.34043,32693.90501,1068891425,8304.232827,0.04209916566,35567.65994,-0.1699153884
2025-04-01 00:00:00.000',2933493153,1,1,Xiaomi M2006C3MG,Android/10,19,86,2.714285714,2.866666667,-0.05315614618,0.2209302326,30105.625,31675.82837,1003358103,13949.98814,0.02541544884,33327.92801,0.008241036782
2025-02-17 00:00:00.000',455953729,1,1,"iPhone16,1",iOS/18.1.1,7,36,1,1.02,-0.1666666667,0.1944444444,64249.5,100302.9364,10060679056,190216.2528,0.2190999855,156587.663,0.0654068588
2025-01-20 00:00:00.000',2684034681,2,2,Xiaomi M2101K9G,Android/13,4,45,0.5714285714,1.05,-0.619047619,0.08888888889,59484,155893.8701,24302898720,72.94964029,0.4476312726,408561.9447,-0.3810541106
2025-02-09 00:00:00.000',456000634,1,1,Samsung SM-A536E,Android/14,5,11,0.7142857143,0.3666666667,0.9480519481,0.4545454545,179426.25,250532.7236,62766645585,108352.5053,0.165379671,349818.6335,-0.2776733075
2025-08-16 00:00:00.000',2937920677,2,2,Samsung_sm-s916b,Android/15,16,33,2.285714286,1.01,1.077922078,0.4848484848,73211.05263,148874.2523,22163542999,26655.81192,0.3406943098,302734.9314,-0.2780000705
2025-03-04 00:00:00.000',2938023904,1,1,Vivo V2027,Android/12,10,29,1.428571429,0.9666666667,0.4778325123,0.3448275862,93953.7931,88712.96654,7869990432,24792.7541,-0.02869064179,83764.47796,-0.4935820337
2025-02-17 00:00:00.000',2937762710,2,1,"iPhone16,1",iOS/18.3,11,52,1.571428571,1.733333333,-0.09340659341,0.2115384615,48998.64407,64987.51104,4223376591,37365.31356,0.1402702544,86193.74417,0.07298873055
2025-01-20 00:00:00.000',452262441,1,1,Xiaomi 2203129G,Android/14,8,21,1.142857143,0.7,0.6326530612,0.380952381,105690,204126.9334,41667804947,15729.09037,0.317726124,394245.4816,-0.3875949641
2025-03-04 00:00:00.000',2938774348,2,3,HONOR VER-N49,Android/15,16,23,2.285714286,0.7666666667,1.98136646,0.6956521739,44880,82392.53988,6788530629,5085.331116,0.2947418188,151259.5951,-0.1730739217
2024-12-27 00:00:00.000',2938000220,1,1,Samsung SM-A515F,Android/13,0,4,0,0.1333333333,-1,0,202680,301601.7918,90963640800,-1,0.1961637191,448804.2274,-1
2025-03-04 00:00:00.000',455556135,1,1,Samsung SM-S908B,Android/14,0,4,0,0.1333333333,-1,0,148600,233121.3529,54345565200,-1,0.2214216006,365717.1279,-1
2025-01-20 00:00:00.000',456167524,1,1,"iPhone15,2",iOS/18.1.1,23,68,3.285714286,2.266666667,0.4495798319,0.3382352941,37537.1831,69027.67969,4764820563,24459.90907,0.2955054393,126936.0184,-0.1807825692
2025-04-01 00:00:00.000',2937607295,1,1,Xiaomi Redmi Note 8 Pro,Android/11,65,194,9.285714286,6.466666667,0.4359351988,0.3350515464,13745.37736,23353.17637,545370846.8,12669.28883,0.2589804197,39676.6733,-0.1990254895
2024-12-27 00:00:00.000',2938167961,2,1,"iPhone14,7",iOS/18.1.1,16,31,2.285714286,1.033333333,1.211981567,0.5161290323,91527.09677,176231.0435,31057380681,42933.71413,0.3163449919,339324.4381,-0.3242283292
2025-03-30 00:00:00.000',2938774348,1,2,Honor_ver-n49,Android/15,14,63,2,2.01,-0.04761904762,0.2222222222,42757.27273,46830.84754,2193128282,19703.82005,0.04547003335,51292.52035,-0.118371263
2025-08-16 00:00:00.000',2933083574,1,1,Xiaomi 2209116AG,Android/11,0,19,0,0.6333333333,-1,0,95610,151240.7302,22873758459,-1,0.2253618214,239240.2307,-1
2025-01-20 00:00:00.000',2934812537,1,1,"iPhone14,2",iOS/18.0.1,10,24,1.428571429,0.8,0.7857142857,0.4166666667,93724,249839.8514,62419951349,6271.606193,0.4544012729,665997.5177,-0.1624133744
2024-12-27 00:00:00.000',455148370,1,1,"iPhone14,7",iOS/17.6.1,8,30,1.142857143,1,0.1428571429,0.2666666667,86010.96774,130784.9137,17104693649,36000.08137,0.2065258143,198866.4248,-0.385733409
2025-03-04 00:00:00.000',450724681,1,1,Xiaomi 2312DRA50G,Android/14,6,21,0.8571428571,0.7,0.2244897959,0.2857142857,126368.1818,104010.6604,10818217473,100165.1182,-0.09704676534,85608.7135,-0.2985480691
2025-04-01 00:00:00.000',452951313,2,2,"iPhone10,5",iOS/16.7.10,13,40,1.857142857,1.333333333,0.3928571429,0.325,59079.18367,70649.31693,4991325983,6278.42142,0.08918728886,84485.35799,-0.2967358297
2025-02-27 00:00:00.000',1286648072,1,1,"iPhone14,5",iOS/18.0,9,30,1.285714286,1,0.2857142857,0.3,84795.88235,178778.2197,31961651849,19100.66213,0.3565689369,376924.5742,-0.3980819501
2025-02-27 00:00:00.000',2112686417,2,2,Oppo_cph2531,Android/15,5,14,0.7142857143,0.4666666667,0.5306122449,0.3571428571,189214.2857,232105.0703,53872763657,75795.45519,0.1018011254,284718.2677,-0.3566888289
2025-02-09 00:00:00.000',2095839711,1,1,"iPhone17,2",iOS/18.1.1,13,46,1.857142857,1.533333333,0.2111801242,0.2826086957,55240,55557.09928,3086591280,34541.98697,0.002861981752,55876.01883,-0.2169839707
2025-02-17 00:00:00.000',2112688594,1,1,"iPhone17,3",iOS/18.2.1,4,36,0.5714285714,1.02,-0.5238095238,0.1111111111,65310.81081,104252.6092,10868606524,23855.39568,0.2296591941,166413.5905,-0.03828020077
2025-02-26 00:00:00.000',454086659,2,2,OPPO CPH2641,Android/14,7,70,1,2.333333333,-0.5714285714,0.1,36909.23077,74133.30819,5495747384,33514.69209,0.3352235798,148898.9954,0.6820249961
2025-02-09 00:00:00.000',452966691,2,2,Xiaomi 23021RAAEG,Android/15,67,129,9.571428571,4.03,1.225913621,0.519379845,20266.71429,39843.09367,1587472113,13053.54345,0.3256769577,78329.03205,-0.3344799075
2024-11-30 00:00:00.000',2933493153,1,1,Xiaomi M2006C3MG,Android/10,12,60,1.714285714,2,-0.1428571429,0.2,44006.76923,52327.20496,2738136378,63023.38421,0.08637073052,62220.79981,-0.2443270391
2025-02-09 00:00:00.000',455708444,1,1,Samsung SM-G780G,Android/12,6,14,0.8571428571,0.4666666667,0.8367346939,0.4285714286,199800,220234.6089,48503282954,26386.76724,0.04864982185,242759.1739,-0.4108890989
2025-08-16 00:00:00.000',2937782448,1,1,Realme RMX3771,Android/15,5,9,0.7142857143,0.3,1.380952381,0.5555555556,232740,267159.3086,71374096145,14552.47706,0.06885248281,306668.7984,-0.6932380571
2024-12-27 00:00:00.000',451013142,2,2,Xiaomi 22071212AG,Android/14,5,31,0.7142857143,1.033333333,-0.3087557604,0.1612903226,83036.36364,102014.0295,10406862211,76627.96048,0.1025540423,125328.9734,0.1873628212
2025-02-09 00:00:00.000',2095314234,1,1,"iPhone16,1",iOS/17.3.1,8,28,1.142857143,0.9333333333,0.2244897959,0.2857142857,92588.88889,136585.7114,18655656564,59435.21815,0.1919794884,201489.1505,-0.2010691625
2025-03-17 00:00:00.000',456000634,1,1,Samsung SM-A536E,Android/14,2,29,0.2857142857,0.9666666667,-0.7044334975,0.06896551724,89896.55172,140488.6322,19737055773,56520,0.219597804,219552.9795,-0.2375747504
2025-01-31 00:00:00.000',2937646786,1,1,Samsung SM-A256E,Android/14,2,4,0.2857142857,0.1333333333,1.142857143,0.5,646275,632349.6078,"4,00E+11",326580,-0.01089091521,618724.2683,-0.5055668511
2025-01-31 00:00:00.000',2684693378,1,1,"iPhone12,1",iOS/16.1,0,2,0,0.06666666667,-1,0,471870,261983.0624,68635125000,-1,-0.2860067612,145453.4618,-1
2024-12-12 00:00:00.000',2938282460,1,1,Samsung SM-A127F,Android/13,1,6,0.1428571429,0.2,-0.2857142857,0.1666666667,335415,439143.5581,192847064657,-1,0.1339195817,574950.6273,-1
2025-03-16 00:00:00.000',456112296,3,2,"iPhone15,4",iOS/18.3.2,29,141,4.142857143,4.07,-0.1185410334,0.2056737589,18640.12987,25358.63891,643060567.3,12501.96283,0.1526976601,34498.71711,-0.01408879745
2025-03-26 00:00:00.000',2935076378,1,1,Vivo V2111,Android/12,2,11,0.2857142857,0.3666666667,-0.2207792208,0.1818181818,130710,174230.1541,30356146600,188460,0.1427170332,232240.43,0.3314581239
2025-03-16 00:00:00.000',451013142,1,1,Xiaomi_22071212ag,Android/14,4,13,0.5714285714,0.4333333333,0.3186813187,0.3076923077,120554.2857,230303.4344,53039671886,16296.69065,0.3128024335,439965.0462,-0.1874669643
2025-06-02 00:00:00.000',456112296,2,1,"iPhone15,4",iOS/18.5,25,94,3.571428571,3.133333333,0.1398176292,0.2659574468,24769.74359,45391.72214,2060408439,7605.750497,0.2939217181,83182.46942,-0.1216575034
2025-03-19 00:00:00.000',455814236,1,1,Samsung_sm-s721b,Android/14,7,11,1,0.3666666667,1.727272727,0.6363636364,153180,338991.2763,114915085412,7433.75845,0.3775337677,750196.4056,-0.3133118975
2025-03-11 00:00:00.000',2112800905,2,3,Xiaomi_2312crad3c,Android/14,11,65,1.571428571,2.166666667,-0.2747252747,0.1692307692,29813.54839,54746.64716,2997195375,29282.65621,0.29485621,100531.3201,0.06225863664
2025-06-02 00:00:00.000',2938383494,1,1,Samsung_sm-a356e,Android/14,0,1,0,0.03333333333,-1,0,216600,617136.1432,"3,81E+11",-1,0.4804111546,1758342.656,-1
2025-03-11 00:00:00.000',451013142,1,2,Xiaomi_22071212ag,Android/14,6,20,0.8571428571,0.6666666667,0.2857142857,0.3,126988.4211,238264.9612,56770191747,71591.46446,0.3046557419,447050.1427,-0.4038882619
2025-02-13 00:00:00.000',455148370,1,1,"iPhone14,7",iOS/17.6.1,14,48,2,1.06,0.25,0.2916666667,53868.75,61309.52734,3758858143,24433.24007,0.06460226281,69778.08364,-0.2298723542
2025-07-19 00:00:00.000',2684880786,1,1,Xiaomi_2203129g,Android/12,4,25,0.5714285714,0.8333333333,-0.3142857143,0.16,111655.2,156149.4139,24382639476,131728.4892,0.1661443143,218374.4194,0.2617031916
2025-02-13 00:00:00.000',465356982,1,1,OPPO CPH2477,Android/12,17,51,2.428571429,1.07,0.4285714286,0.3333333333,50590.52632,67080.46012,4499788130,17481.87017,0.1401359358,88945.27212,-0.2416579476
2025-04-11 00:00:00.000',501948157,2,1,"iPhone16,2",iOS/18.3.2,6,10,0.8571428571,0.3333333333,1.571428571,0.6,276870,523844.0434,"2,74E+11",19529.81264,0.3084422528,991124.2887,-0.46611201
2025-07-19 00:00:00.000',2095336822,1,1,"iPhone13,1",iOS/18.5,6,15,0.8571428571,0.5,0.7142857143,0.4,135150,310374.9369,96332601462,157709.6484,0.3932999534,712782.8447,-0.1425695014
2025-04-11 00:00:00.000',456156194,1,1,Samsung_sm-s911b,Android/14,9,45,1.285714286,1.05,-0.1428571429,0.2,58347.5,63231.49197,3998221577,11477.68282,0.04017134778,68524.2997,0.02957387121
2025-03-11 00:00:00.000',2112056730,2,1,"iPhone15,2",iOS/18.3.1,5,9,0.7142857143,0.3,1.380952381,0.5555555556,227170.9091,466026.7777,217180957549,34868.29922,0.3445710699,956024.5122,-0.4426267308
2025-07-19 00:00:00.000',453720887,1,1,Samsung_sm-s921b,Android/15,17,94,2.428571429,3.133333333,-0.2249240122,0.1808510638,27194.28571,37671.94107,1419175144,12654.46497,0.1615271286,52186.52032,0.1090191843
2025-08-22 00:00:00.000',2937920677,2,2,Samsung_sm-s916b,Android/15,7,40,1,1.333333333,-0.25,0.175,59941.53846,94050.49633,8845495861,144183.9942,0.2214981958,147568.7159,0.1258734616
2025-03-11 00:00:00.000',2937759666,2,2,"iPhone14,5",iOS/17.5.1,6,37,0.8571428571,1.233333333,-0.305019305,0.1621621622,70416.58537,64852.27597,4205817698,118012.4595,-0.04113518325,59727.65757,0.6268926422
2025-08-07 00:00:00.000',2933793982,2,2,Xiaomi M2101K6G,Android/11,23,24,3.285714286,0.8,3.107142857,0.9583333333,111830,369186.703,136298821670,7127.769184,0.5350265415,1218803.735,-0.244882256
2025-06-02 00:00:00.000',454086659,1,2,Oppo_cph2641,Android/14,16,39,2.285714286,1.03,0.7582417582,0.4102564103,54136.8,109194.2535,11923385002,32478.81581,0.3370911553,220245.4708,-0.2660286514
2025-03-11 00:00:00.000',2937778211,1,2,Samsung_sm-a556e,Android/14,4,30,0.5714285714,1,-0.4285714286,0.1333333333,90174.19355,143378.7745,20557472965,150006.4748,0.2278052014,227975.1241,0.1912821933
2025-08-07 00:00:00.000',453506473,1,1,Samsung SM-S908B,Android/15,10,13,1.428571429,0.4333333333,2.296703297,0.7692307692,171100,508954.6613,259034847273,161571.3069,0.4968051548,1513938.324,-0.2762263073
2025-03-11 00:00:00.000',2937654982,2,1,"iPhone16,1",iOS/18.3.1,3,16,0.4285714286,0.5333333333,-0.1964285714,0.1875,142316.25,162692.4836,26468844225,24756.92308,0.06680541037,185986.0994,-0.5992670825
2025-04-11 00:00:00.000',2937759666,1,1,"iPhone14,5",iOS/17.5.1,0,28,0,0.9333333333,-1,0,59918.18182,67020.77017,4491783634,-1,0.05595278864,74965.28596,-1
2025-08-07 00:00:00.000',456003910,1,1,HUAWEI STK-LX1,Android/10,7,19,1,0.6333333333,0.5789473684,0.3684210526,142048.4211,159852.6188,25552859747,26570.5389,0.05897362191,179888.3758,-0.4955716186
2025-04-11 00:00:00.000',451851768,1,1,Xiaomi M2006C3LG,Android/10,2,3,0.2857142857,0.1,1.857142857,0.6666666667,520590,735716.3216,"5,41E+11",360,0.171237156,1039740.498,-0.7071067812
2025-03-11 00:00:00.000',452171932,3,1,"iPhone14,7",iOS/18.3.1,28,71,4,2.366666667,0.6901408451,0.3943661972,34453.01205,53777.33528,2892001790,10542.97004,0.2190212757,83940.46319,-0.2953270342
2025-06-02 00:00:00.000',451099995,4,2,"iPhone14,7",iOS/18.5,4,48,0.5714285714,1.06,-0.6428571429,0.08333333333,52030.90909,61684.38602,3804963479,109148.2014,0.08489163151,73128.90636,1.538299998
2025-03-11 00:00:00.000',456649126,2,2,OPPO CPH2591,Android/14,7,21,1,0.7,0.4285714286,0.3333333333,104916.9231,142418.3155,20282976598,138601.3248,0.1516217126,193324.1655,-0.3484588544
2025-04-11 00:00:00.000',2937920677,2,2,Samsung SM-S916B,Android/14,8,15,1.142857143,0.5,1.285714286,0.5333333333,174942.8571,374728.411,140421382022,17596.74709,0.3634637018,802669.9936,-0.4344403522
2025-05-11 00:00:00.000',2095839711,3,2,"iPhone17,2",iOS/18.4.1,27,68,3.857142857,2.266666667,0.7016806723,0.3970588235,35162.96296,45053.22742,2029793301,39307.68103,0.1232951155,57725.32034,-0.3258342827
2025-07-10 00:00:00.000',454326351,1,1,HONOR CRT-NX1,Android/14,1,28,0.1428571429,0.9333333333,-0.8469387755,0.03571428571,85550.32258,150334.7314,22600531463,-1,0.2746439748,264178.2144,-1
2024-12-22 00:00:00.000',2933375279,2,1,"iPhone14,4",iOS/18.1.1,20,50,2.857142857,1.666666667,0.7142857143,0.4,56754.11765,104240.5163,10866085237,5878.371191,0.2949564062,191458.9758,-0.2650793892
2025-04-05 00:00:00.000',452951313,2,2,"iPhone10,5",iOS/16.7.10,16,41,2.285714286,1.366666667,0.6724738676,0.3902439024,61420.90909,70995.30505,5040333339,80804.8636,0.07230531411,82062.17416,-0.5359919091
2025-05-11 00:00:00.000',2937607295,1,1,Xiaomi Redmi Note 8 Pro,Android/11,67,228,9.571428571,7.06,0.2593984962,0.2938596491,11288.7747,20007.57913,400303222.7,55029.32967,0.278588505,35460.28982,-0.1650580035
2025-04-24 00:00:00.000',2934812537,3,2,"iPhone14,2",iOS/18.4,43,77,6.142857143,2.566666667,1.393320965,0.5584415584,34021.5,70610.82771,4985888990,6495.422666,0.3496942915,146551.1218,-0.3014319168
2025-05-11 00:00:00.000',452718092,3,2,Xiaomi_poco_f2_pro,Android/12,16,113,2.285714286,3.766666667,-0.3931731985,0.1415929204,22941.32231,30231.95812,913971291.6,21605.35922,0.13711089,39839.52098,0.2332193521
2025-05-23 00:00:00.000',2937764287,1,1,TECNO KL4,Android/14,20,61,2.857142857,2.033333333,0.4051522248,0.3278688525,40742.57143,66080.39723,4366618898,35523.11254,0.2371945483,107175.8297,-0.1718869949
2024-12-19 00:00:00.000',455852784,2,2,Xiaomi 21081111RG,Android/14,28,73,4,2.433333333,0.6438356164,0.3835616438,32685,35817.68808,1282906779,30241.32712,0.04573087811,39250.6281,-0.3298339319
2025-04-05 00:00:00.000',2684693378,1,1,"iPhone12,1",iOS/16.1,1,6,0.1428571429,0.2,-0.2857142857,0.1666666667,428490,394130.8702,"1,55E+11",-1,-0.04176788002,362526.8801,-1
2025-04-24 00:00:00.000',2937827669,1,1,"iPhone14,5",iOS/16.0,2,10,0.2857142857,0.3333333333,-0.1428571429,0.2,260007.2727,467102.8411,218185064182,3840,0.2848200904,839149.8511,-0.5484172867
2025-04-05 00:00:00.000',2937762710,2,1,"iPhone16,1",iOS/18.3.2,26,103,3.714285714,3.433333333,0.08183079057,0.2524271845,24417.45763,27330.80245,746972762.7,3068.191578,0.05629841122,30591.75014,-0.1532284913
2024-12-22 00:00:00.000',456575558,1,1,Samsung SM-S928B,Android/14,23,40,3.285714286,1.333333333,1.464285714,0.575,69642.43902,172946.1279,29910363164,15690.40699,0.4258390665,429484.7163,-0.2591331528
2025-05-31 00:00:00.000',453173126,1,1,Xiaomi_2209116ag,Android/13,7,47,1,1.566666667,-0.3617021277,0.1489361702,54769.61538,57830.62741,3344381467,27612.13887,0.02718477286,61062.71594,0.6287392381
2025-05-11 00:00:00.000',456418779,1,1,Xiaomi 2201116TG,Android/11,19,123,2.714285714,4.01,-0.3379790941,0.1544715447,18492.29508,63263.88791,4002319514,34753.91589,0.5476233257,216431.7353,0.01561245998
2025-02-02 00:00:00.000',2937762710,1,1,"iPhone16,1",iOS/18.0.1,12,40,1.714285714,1.333333333,0.2857142857,0.3,64959.54545,83756.40654,7015135637,49164.04813,0.1263943836,107992.3757,-0.1251844537
2025-05-23 00:00:00.000',452274831,1,1,"iPhone16,1",iOS/17.6.1,4,29,0.5714285714,0.9666666667,-0.4088669951,0.1379310345,89950,82213.21024,6759011938,183306.0432,-0.04493869364,75141.87813,1.040100487
2024-12-19 00:00:00.000',452966691,2,2,Xiaomi 23021RAAEG,Android/14,91,250,13,8.333333333,0.56,0.364,11379.20319,31754.05636,1008320095,50061.97917,0.4723698924,88610.78221,-0.1882763088
2025-07-10 00:00:00.000',453076643,1,1,Xiaomi_m2101k9g,Android/13,9,21,1.285714286,0.7,0.8367346939,0.4285714286,130817.1429,186593.7753,34817236971,60073.40977,0.1757237361,266151.9447,-0.3756671023
2025-04-24 00:00:00.000',453145885,1,2,Vivo_v2111,Android/12,8,39,1.142857143,1.03,-0.1208791209,0.2051282051,71415.38462,83229.79381,6927198578,64839.74985,0.07639688038,96998.68754,-0.07732068434
2025-01-09 00:00:00.000',456508483,1,1,"iPhone15,3",iOS/17.5.1,12,68,1.714285714,2.266666667,-0.243697479,0.1764705882,37629.0411,48959.10709,2396994167,126484.1205,0.1308500786,63700.64443,0.1850905487
2025-05-23 00:00:00.000',455814236,2,1,Samsung_sm-s721b,Android/15,5,31,0.7142857143,1.033333333,-0.3087557604,0.1612903226,87646.875,106110.3512,11259406622,67927.53705,0.09529180677,128463.298,0.3994721018
2025-07-10 00:00:00.000',2095531393,1,1,Xiaomi M2010J19SG,Android/10,3,21,0.4285714286,0.7,-0.387755102,0.1428571429,126567,188616.0446,35576012264,80783.07692,0.1968666958,281084.4238,-0.3791671073
2025-01-09 00:00:00.000',2935588230,2,1,"iPhone16,1",iOS/18.2,9,34,1.285714286,1.133333333,0.1344537815,0.2647058824,67924.39024,99904.10027,9980829250,44623.90623,0.1905499473,146940.2848,-0.08299849778
2025-07-10 00:00:00.000',2095839711,2,2,"iPhone17,2",iOS/18.5,14,64,2,2.133333333,-0.0625,0.21875,40100.29412,52989.42508,2807879170,45082.9752,0.1384592313,70021.41086,0.01224653128
2025-05-31 00:00:00.000',2094722364,1,1,"iPhone13,1",iOS/18.3.2,2,2,0.2857142857,0.06666666667,3.285714286,1,24600,-1,-1,24600,-1,-1,-1
2024-12-22 00:00:00.000',2933083574,1,1,Xiaomi 2209116AG,Android/11,22,40,3.142857143,1.333333333,1.357142857,0.55,63079.09091,114341.6707,13074017655,1637.720639,0.2889322496,207263.8883,-0.3592911299
2025-04-05 00:00:00.000',452195675,1,1,Samsung_sm-s928b,Android/14,4,41,0.5714285714,1.366666667,-0.5818815331,0.09756097561,62840,73991.84488,5474793109,220835.8273,0.08150036194,87122.74203,1.441239912
2025-07-10 00:00:00.000',2095053235,1,1,Xiaomi_22101316g,Android/13,16,50,2.285714286,1.666666667,0.3714285714,0.32,51931.2,53330.98118,2844193554,37347.34817,0.0132980446,54768.49281,-0.3305245771
2025-01-09 00:00:00.000',454471150,1,1,"iPhone13,2",iOS/17.5.1,7,24,1,0.8,0.25,0.2916666667,98786.66667,152347.5549,23209777477,211339.8549,0.2132759442,234948.483,-0.1962398851
2025-04-24 00:00:00.000',453076643,1,1,Xiaomi_m2101k9g,Android/13,4,21,0.5714285714,0.7,-0.1836734694,0.1904761905,130628.1818,106357.4866,11311914958,95433.66906,-0.1024141897,86596.28268,-0.3489005147
